,n,avg_real,avg_cpu,med_cost,matrix,restarts
0,5,1357400.0,0.0,2.092769076252572,matrices/5_random_adj_mat_2.txt,10
0,5,1550200.0,15625000.0,1.730408540073093,matrices/5_random_adj_mat_3.txt,10
0,5,1470000.0,0.0,1.8381227481602793,matrices/5_random_adj_mat_4.txt,10
0,5,1557200.0,0.0,2.907493662653474,matrices/5_random_adj_mat_5.txt,10
0,5,1490100.0,0.0,2.9076783169773255,matrices/5_random_adj_mat_6.txt,10
0,5,1374600.0,0.0,2.72738402847107,matrices/5_random_adj_mat_7.txt,10
0,5,1800300.0,0.0,2.1307530483783985,matrices/5_random_adj_mat_8.txt,10
0,5,1196000.0,15625000.0,2.616055718212318,matrices/5_random_adj_mat_9.txt,10
0,6,2250800.0,0.0,2.6549481998199593,matrices/6_random_adj_mat_0.txt,10
0,6,1722300.0,0.0,2.3857942300953416,matrices/6_random_adj_mat_1.txt,10
0,6,2536500.0,0.0,2.5826910133607814,matrices/6_random_adj_mat_2.txt,10
0,6,1775600.0,0.0,2.6244799553107248,matrices/6_random_adj_mat_3.txt,10
0,6,2201900.0,15625000.0,2.204890873346207,matrices/6_random_adj_mat_4.txt,10
0,6,3218600.0,0.0,2.1213700507683013,matrices/6_random_adj_mat_5.txt,10
0,6,3073800.0,0.0,1.7547496920325507,matrices/6_random_adj_mat_6.txt,10
0,6,2744200.0,0.0,1.9668510853745373,matrices/6_random_adj_mat_7.txt,10
0,6,2415300.0,0.0,2.4785680059775688,matrices/6_random_adj_mat_8.txt,10
0,6,3045900.0,0.0,2.442624832178839,matrices/6_random_adj_mat_9.txt,10
0,7,5220300.0,15625000.0,2.5485158336662055,matrices/7_random_adj_mat_0.txt,10
0,7,4218200.0,0.0,2.1133715738835726,matrices/7_random_adj_mat_1.txt,10
0,7,3511900.0,15625000.0,2.7655386558697854,matrices/7_random_adj_mat_2.txt,10
0,7,2894300.0,0.0,2.846818037575111,matrices/7_random_adj_mat_3.txt,10
0,7,2924500.0,0.0,2.490845941532837,matrices/7_random_adj_mat_4.txt,10
0,7,2610200.0,0.0,2.5723564469140525,matrices/7_random_adj_mat_5.txt,10
0,7,2512400.0,15625000.0,2.399317511596459,matrices/7_random_adj_mat_6.txt,10
0,7,2219500.0,0.0,2.8691626616349586,matrices/7_random_adj_mat_7.txt,10
0,7,2609800.0,0.0,2.3131457844957337,matrices/7_random_adj_mat_8.txt,10
0,7,2391800.0,0.0,1.9213979013365259,matrices/7_random_adj_mat_9.txt,10
0,8,3404200.0,15625000.0,2.1692532406726444,matrices/8_random_adj_mat_0.txt,10
0,8,4693500.0,0.0,2.617022360072963,matrices/8_random_adj_mat_1.txt,10
0,8,3275200.0,0.0,2.9221010888537022,matrices/8_random_adj_mat_2.txt,10
0,8,3378100.0,15625000.0,2.5500304966934046,matrices/8_random_adj_mat_3.txt,10
0,8,3032600.0,0.0,2.2595413093005345,matrices/8_random_adj_mat_4.txt,10
0,8,3084900.0,0.0,2.5947795613832856,matrices/8_random_adj_mat_5.txt,10
0,8,3780500.0,0.0,2.72644272835121,matrices/8_random_adj_mat_6.txt,10
0,8,3390900.0,15625000.0,2.653053185766895,matrices/8_random_adj_mat_7.txt,10
0,8,3639100.0,0.0,2.9245232677730293,matrices/8_random_adj_mat_8.txt,10
0,8,2902400.0,0.0,2.3974053238819213,matrices/8_random_adj_mat_9.txt,10
0,9,4614500.0,15625000.0,2.761946756155129,matrices/9_random_adj_mat_0.txt,10
0,9,4325000.0,0.0,3.5194348209891526,matrices/9_random_adj_mat_1.txt,10
0,9,4730400.0,0.0,3.0553963577880143,matrices/9_random_adj_mat_2.txt,10
0,9,4037300.0,15625000.0,2.4796224566556866,matrices/9_random_adj_mat_3.txt,10
0,9,5345500.0,0.0,2.748789980645658,matrices/9_random_adj_mat_4.txt,10
0,9,5188300.0,15625000.0,2.7163262667987818,matrices/9_random_adj_mat_5.txt,10
0,9,4384300.0,0.0,2.894524414225913,matrices/9_random_adj_mat_6.txt,10
0,9,4391500.0,0.0,3.430925771103049,matrices/9_random_adj_mat_7.txt,10
0,9,4235400.0,15625000.0,2.9485998664242388,matrices/9_random_adj_mat_8.txt,10
0,9,4221100.0,0.0,2.277175364426155,matrices/9_random_adj_mat_9.txt,10
0,10,4810700.0,15625000.0,2.6740975725128515,matrices/10_random_adj_mat_0.txt,10
0,10,4963300.0,0.0,3.2866373344477906,matrices/10_random_adj_mat_1.txt,10
0,10,5009800.0,0.0,3.4361012276327827,matrices/10_random_adj_mat_2.txt,10
0,10,4973800.0,15625000.0,3.344525838947534,matrices/10_random_adj_mat_3.txt,10
0,10,6354000.0,0.0,3.3156321142517613,matrices/10_random_adj_mat_4.txt,10
